cfg,group,param,level,w_N,seed,F_best,N_exposed,L_total,topology,runtime_s,success,timed_out,nbr,error
J4,联合情景,联合,算法/数值粗,0.3,2,0.755642,1714866,796.34,"((1,2),((3,4),5))",389.3,True,0,2,
J4,联合情景,联合,算法/数值粗,0.3,4,0.762798,1639060,809.18,"((1,2),(3,(4,5)))",406.8,True,0,2,
J4,联合情景,联合,算法/数值粗,0.3,6,0.756748,1748860,795.69,"((1,2),((3,4),5))",427.3,True,0,2,
J4,联合情景,联合,算法/数值粗,0.3,9,0.761033,1622735,808.03,"((1,2),(3,(4,5)))",428.3,True,0,2,
J4,联合情景,联合,算法/数值粗,0.3,1,0.760510,1648920,805.90,"((1,2),(3,(4,5)))",433.8,True,0,2,
J4,联合情景,联合,算法/数值粗,0.3,3,0.755085,1712732,795.80,"((1,2),((3,4),5))",444.1,True,0,2,
J4,联合情景,联合,算法/数值粗,0.3,0,0.761979,1621930,809.20,"((1,2),(3,(4,5)))",472.4,True,0,2,
J4,联合情景,联合,算法/数值粗,0.3,8,0.758284,1753931,797.22,"((1,2),((3,4),5))",524.0,True,0,2,
J4,联合情景,联合,算法/数值粗,0.3,7,0.821838,1797376,870.00,"(1,((2,(3,4)),5))",525.4,True,0,2,
J5,联合情景,联合,算法/数值细,0.3,2,0.762459,1830682,797.74,"((1,2),((3,4),5))",722.5,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,3,0.759275,1769972,797.47,"((1,2),(3,(4,5)))",746.8,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,1,0.758185,1758281,796.85,"((1,2),(3,(4,5)))",764.5,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,0,0.760377,1770104,798.76,"((1,2),(3,(4,5)))",835.3,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,9,0.829438,2198405,855.90,"((1,2),(3,(4,5)))",536.4,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,4,0.758031,1847455,791.53,"((1,2),((3,4),5))",666.5,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,6,0.759361,1838497,793.62,"((1,2),((3,4),5))",635.3,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,8,0.755924,1835248,789.74,"((1,2),((3,4),5))",685.6,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,5,0.807769,2079777,837.07,"(1,((2,(3,4)),5))",769.7,True,0,4,
J5,联合情景,联合,算法/数值细,0.3,7,0.814568,2042563,847.27,"(1,((2,(3,4)),5))",755.7,True,0,4,
J6,联合情景,联合,人口粗化,0.3,9,0.845588,2959020,831.22,"((1,(2,(3,4))),5)",375.5,True,0,3,
J8,联合情景,联合,低传播声学,0.3,3,0.700308,708526,788.75,"((1,2),((3,4),5))",444.1,True,0,3,
J6,联合情景,联合,人口粗化,0.3,5,0.759950,1820019,795.38,"((1,2),((3,4),5))",445.0,True,0,3,
J8,联合情景,联合,低传播声学,0.3,0,0.696314,702680,784.36,"((1,2),((3,4),5))",461.0,True,0,3,
J6,联合情景,联合,人口粗化,0.3,0,0.762212,1883360,794.42,"((1,2),((3,4),5))",475.4,True,0,3,
J8,联合情景,联合,低传播声学,0.3,2,0.697095,726653,783.90,"((1,2),((3,4),5))",480.0,True,0,3,
J6,联合情景,联合,人口粗化,0.3,2,0.758062,1834112,792.34,"((1,2),((3,4),5))",498.5,True,0,3,
J8,联合情景,联合,低传播声学,0.3,1,0.701596,578705,797.76,"((1,2),(3,(4,5)))",522.4,True,0,3,
J6,联合情景,联合,人口粗化,0.3,3,0.758971,1754815,797.98,"((1,2),(3,(4,5)))",537.6,True,0,3,
J6,联合情景,联合,人口粗化,0.3,4,0.758394,1777209,796.01,"((1,2),((3,4),5))",539.9,True,0,3,
J6,联合情景,联合,人口粗化,0.3,1,0.759142,1756059,798.11,"((1,2),(3,(4,5)))",547.6,True,0,3,
J6,联合情景,联合,人口粗化,0.3,8,0.851851,2551494,862.12,"(1,((2,(3,4)),5))",555.6,True,0,3,
J6,联合情景,联合,人口粗化,0.3,6,0.855701,2109994,892.11,"(1,(((2,3),4),5))",590.8,True,0,3,
J6,联合情景,联合,人口粗化,0.3,7,0.823031,2114336,853.16,"(1,((2,(3,4)),5))",617.8,True,0,3,
J8,联合情景,联合,低传播声学,0.3,6,0.785306,1681766,833.38,"((1,(2,(3,4))),5)",313.3,True,0,3,
J8,联合情景,联合,低传播声学,0.3,5,0.697039,707972,784.91,"((1,2),((3,4),5))",359.8,True,0,3,
J8,联合情景,联合,低传播声学,0.3,9,0.696379,699316,784.63,"((1,2),((3,4),5))",412.6,True,0,3,
J8,联合情景,联合,低传播声学,0.3,4,0.704208,561436,801.85,"((1,2),(3,(4,5)))",526.6,True,0,3,
J8,联合情景,联合,低传播声学,0.3,8,0.699924,647559,791.81,"((1,2),((3,4),5))",466.1,True,0,3,
J8,联合情景,联合,低传播声学,0.3,7,0.740623,714874,836.14,"(1,((2,(3,4)),5))",521.1,True,0,3,
J10,联合情景,联合,代表性不利,0.3,2,,,,,188.3,False,0,2,
J10,联合情景,联合,代表性不利,0.3,3,1.029790,574182,1186.79,"(1,(2,(3,(4,5))))",194.5,True,0,2,
J10,联合情景,联合,代表性不利,0.3,1,1.123530,702820,1290.42,"((1,(2,3)),(4,5))",228.5,True,0,2,
J10,联合情景,联合,代表性不利,0.3,0,1.061788,524677,1227.54,"(1,((2,3),(4,5)))",250.0,True,0,2,
J9,联合情景,联合,高传播声学,0.3,6,0.969523,5386331,838.22,"((1,(2,(3,4))),5)",358.5,True,0,3,
J10,联合情景,联合,代表性不利,0.3,5,,,,,192.9,False,0,2,
J10,联合情景,联合,代表性不利,0.3,4,0.897488,648220,1025.80,"(1,((2,3),(4,5)))",236.4,True,0,2,
J10,联合情景,联合,代表性不利,0.3,7,,,,,185.3,False,0,2,
J10,联合情景,联合,代表性不利,0.3,6,,,,,207.7,False,0,2,
J9,联合情景,联合,高传播声学,0.3,4,0.839699,3241122,808.00,"((1,2),(3,(4,5)))",454.5,True,0,3,
J9,联合情景,联合,高传播声学,0.3,8,1.011369,5396199,887.22,"((1,((2,3),4)),5)",474.0,True,0,3,
J9,联合情景,联合,高传播声学,0.3,2,0.835252,3299671,799.36,"((1,2),((3,4),5))",484.6,True,0,3,
J9,联合情景,联合,高传播声学,0.3,5,0.833190,3291570,797.38,"((1,2),((3,4),5))",493.2,True,0,3,
J9,联合情景,联合,高传播声学,0.3,0,0.838566,3268276,805.09,"((1,2),(3,(4,5)))",519.9,True,0,3,
J9,联合情景,联合,高传播声学,0.3,9,0.830995,3221338,798.83,"((1,2),(3,(4,5)))",524.2,True,0,3,
J9,联合情景,联合,高传播声学,0.3,1,0.830938,3215035,799.12,"((1,2),(3,(4,5)))",525.3,True,0,3,
J9,联合情景,联合,高传播声学,0.3,3,0.832078,3224898,799.91,"((1,2),(3,(4,5)))",541.5,True,0,3,
J10,联合情景,联合,代表性不利,0.3,9,,,,,176.1,False,0,2,
J10,联合情景,联合,代表性不利,0.3,8,1.041539,593993,1199.56,"((1,(2,3)),(4,5))",215.1,True,0,2,
J9,联合情景,联合,高传播声学,0.3,7,0.837141,3239501,805.06,"((1,2),(3,(4,5)))",653.3,True,0,3,
J11,联合情景,联合,代表性有利,0.3,3,0.853937,3396618,815.91,"(((1,2),3),(4,5))",734.0,True,0,4,
J11,联合情景,联合,代表性有利,0.3,8,0.830112,3416745,786.53,"((1,2),(3,(4,5)))",861.4,True,0,4,
J11,联合情景,联合,代表性有利,0.3,5,0.827026,3383050,784.81,"((1,2),(3,(4,5)))",865.1,True,0,4,
J11,联合情景,联合,代表性有利,0.3,2,0.833226,3391992,791.64,"((1,2),((3,4),5))",945.2,True,0,4,
J11,联合情景,联合,代表性有利,0.3,9,0.828718,3391981,786.30,"((1,2),(3,(4,5)))",973.2,True,0,4,
J11,联合情景,联合,代表性有利,0.3,6,0.827323,3386316,784.98,"((1,2),(3,(4,5)))",1010.9,True,0,4,
J11,联合情景,联合,代表性有利,0.3,4,0.825542,3495745,776.56,"((1,2),(3,(4,5)))",1012.9,True,0,4,
J11,联合情景,联合,代表性有利,0.3,1,0.831055,3471100,784.51,"(1,(2,(3,(4,5))))",1032.6,True,0,4,
J11,联合情景,联合,代表性有利,0.3,0,0.822218,3407091,777.73,"((1,2),(3,(4,5)))",1038.0,True,0,4,
J11,联合情景,联合,代表性有利,0.3,7,0.823358,3424286,778.09,"((1,2),(3,(4,5)))",1083.6,True,0,4,
