iter,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19
10,1000000.0,0.6974629787944332,0.738245199582138,0.7613247511229925,0.6599604393133547,0.8543104512480071,0.6904552642183925,0.6788602822399421,0.648014174739231,0.7160717159698297,0.6993190943084409,0.6406913839403825,0.6771258294319344,0.6750162420969995,0.740464865454618,0.6907805843194056,0.73796421982924,0.7460340446535677,0.6870972447789422,0.7156178796966924
11,1000000.0,0.6895441813395368,0.7463830234586479,0.7618668479088679,0.6425838068680905,0.8730967435100774,0.6798338446492533,0.6703913096929317,0.6481277513163053,0.7154634450284006,0.7010818309349958,0.640709204482618,0.6771258294319344,0.6730784007775164,0.740464865454618,0.6907805843194056,0.7348611145521556,0.7460340446535677,0.7025800445624841,0.7156178796966924
12,1000000.0,0.6839093633229372,0.792701801169565,0.762591587210466,0.639387495291967,0.770615310039226,0.6798338446492533,0.674207265957949,0.6474325455976131,0.7282330428979307,0.6754864918630145,0.640709204482618,0.6771258294319344,0.7191445752486596,0.740464865454618,0.6930321131415534,0.7348611145521556,0.7474965384592087,0.7025800445624841,0.6958353652577819
13,1000000.0,0.7027296443192061,0.792701801169565,0.7519216423610606,0.6377664778624205,0.770615310039226,0.6798338446492533,0.6751646624844828,0.6463924240210901,0.7942078093357754,0.6779074172967192,0.640709204482618,0.6808705679537318,0.7190276865280728,0.740464865454618,0.6392869232354592,0.7502031920533165,0.7426739514019247,0.7454666799173594,0.6913031391906865
14,1000000.0,0.6978771944685114,0.792701801169565,0.7519216423610606,0.6390354057535776,0.7433876787950758,0.6934213933914375,0.7001553164334728,0.653262034538188,0.7817403512214611,0.6775244606173307,0.640709204482618,0.6811754265521891,0.7053365166548079,0.7439568504117843,0.6470088617913148,0.6933388890724363,0.725332066897783,0.7454666799173594,0.6946858147768226
15,1000000.0,0.6978771944685114,0.792701801169565,0.7519216423610606,0.6390354057535776,0.7433876787950758,0.6580185681632864,0.7687992322702037,0.653262034538188,0.7594892879382446,0.6775244606173307,0.6417159176657186,0.6939943761504115,0.6786817427895662,0.741244685239753,0.6470088617913148,0.7280763035390092,0.725332066897783,0.7529313851258813,0.6945690424186578
16,1000000.0,0.6982090411252109,0.792701801169565,0.7519216423610606,0.6256298038457782,0.7425913146852511,0.668756825433656,0.7679783122208477,0.6537418118232963,0.7594892879382446,0.678523685488704,0.6513888800718424,0.6928571510231265,0.6786817427895662,0.741244685239753,0.6463436470135555,0.7284251063422973,0.725332066897783,0.7529313851258813,0.6739613762989465
17,1000000.0,0.7175774746648548,0.792701801169565,0.7519216423610606,0.6934197240616939,0.7470471201920256,0.7096048315158583,0.788353823911634,0.6537418118232963,0.7500088721907574,0.6290319390496937,0.6514754253469458,0.6969665277623063,0.6786817427895662,0.7406125872287328,0.6486790410015919,0.7284251063422973,0.7291435477538784,0.7408895782316862,0.6690581616457201
18,1000000.0,0.7173971423755215,0.8045558711511465,0.750979982441395,0.7173288110319436,0.7498785386866299,0.7088801847698853,0.788353823911634,0.6907706995375962,0.7500088721907574,0.6303431611575177,0.6514754253469458,0.6682011480239327,0.6786817427895662,0.7385854023449496,0.6486790410015919,0.7158871374406258,0.7922952579262673,0.8030483342627146,0.6698887103987139
19,1000000.0,0.7139880999924234,0.8045558711511465,0.750979982441395,0.7168051652878717,0.7498785386866299,0.7088801847698853,0.7783359712719333,0.6918343243437762,0.72775469870942,0.6455768921474668,0.6514754253469458,0.6682420428735866,0.6786817427895662,0.7385854023449496,0.6519811666365845,0.7153266436884582,0.793618507891544,0.8032348191893008,0.6675018033981022
20,1000000.0,0.7139880999924234,0.7907238465805082,0.7215176943248188,0.7168051652878717,0.7442628288675577,0.7088801847698853,0.8848815130363046,0.6918343243437762,0.7376761739619607,0.6449993347500474,0.6514754253469458,0.668884054610167,0.6786817427895662,0.7385854023449496,0.661361689254943,0.7154246398008296,0.793618507891544,0.8317152077935026,0.6675018033981022
21,1000000.0,0.7139880999924234,0.7218525175598154,0.7228730565771618,0.7222398143187566,0.7417783632359471,0.7085763142645998,0.8894189474032996,0.6950443425588744,0.738609539887188,0.648054423486048,0.6514754253469458,0.6663991173037758,0.6894372458682771,0.739615524652366,0.6671034063283455,0.7067285687545192,0.7952343798295936,0.8317052506329718,0.6712229159436328
22,1000000.0,0.7139880999924234,0.6911403387968481,0.7247378370714631,0.7245299815246011,0.7269074263997101,0.7091290694556109,0.8766571652577806,0.6950443425588744,0.7375816542547414,0.6682615529804963,0.6514754253469458,0.6659533658605541,0.6893107456173759,0.727097779457377,0.6671034063283455,0.721596496236416,0.7952343798295936,0.8317052506329718,0.7233746047144303
23,1000000.0,0.7146276979833323,0.6889710002736622,0.7249547576895305,0.7245299815246011,0.7058494096220302,0.7091290694556109,0.9152760513812455,0.6950443425588744,0.7378357589935547,0.6417579082892977,0.6403999578146854,0.6659533658605541,0.6965908800131113,0.7895398846379096,0.6886763173469265,0.721596496236416,0.7952343798295936,0.8317052506329718,0.7235518863749426
24,1000000.0,0.7117722424525963,0.6627204255420289,0.725149905328865,0.7264763930758676,0.6755142335095216,0.7071727886384381,0.8978657228256451,0.700057290333887,0.7378357589935547,0.66094073275816,0.6403999578146854,0.6798480460379995,0.6962093469613149,0.7912110200901514,0.6603991312158259,0.7211399246507395,0.810663146702411,0.824789730144468,0.7577461108890875
25,1000000.0,0.7131615178144338,0.6627204255420289,0.7328585896220886,0.7301329173051281,0.6744462331162319,0.708127545278365,0.898479175758148,0.700057290333887,0.7403692500362834,0.6754546692830842,0.6403999578146854,0.7558880222215456,0.6962697729490216,0.7912110200901514,0.660489453284594,0.7012841777040255,0.7939412277430542,0.824789730144468,0.7794048188668921
26,1000000.0,0.712889951057155,0.6623986267154414,0.7328585896220886,0.7301329173051281,0.7445170808560577,0.708127545278365,0.898479175758148,0.700057290333887,0.7414700736550257,0.6928302582580229,0.6369316697650564,0.756803202015792,0.6962697729490216,0.907836738174848,0.6568419712224262,0.7020448380797278,0.7022776195178893,0.824789730144468,0.7794048188668921
27,1000000.0,0.713599372513399,0.6671712085102337,0.7328585896220886,0.6929542457614506,0.7246214646441416,0.7129032357882003,0.8955622636284782,0.700057290333887,0.7414700736550257,0.6993097164800867,0.6369316697650564,0.6341748928085801,0.6962697729490216,0.907836738174848,0.6499589826005702,0.69588115508585,0.7022776195178893,0.8228805828922618,0.7794048188668921
28,1000000.0,0.7145287169274762,0.6697814675738181,0.7214963306408109,0.691536823345921,0.7246214646441416,0.7382559984795238,0.8977956544174416,0.6916417468021121,0.7412767537705399,0.7003397615570349,0.6369316697650564,0.6353842606876979,0.6880431573245314,0.9043894996310524,0.6499589826005702,0.6705053504656258,0.730067575981289,0.8229109680072537,0.7328480037380021
29,1000000.0,0.6850374453317662,0.6829899128544173,0.7318621882973759,0.6499870910939589,0.6595828026028656,0.7382559984795238,0.8862236743797498,0.6954003044688307,0.6444412527656387,0.732588688135955,0.6369316697650564,0.6353842606876979,0.6617207488777361,0.8850070608462737,0.6571351587746995,0.6690959517884809,0.730067575981289,0.8229109680072537,0.7327913593378377
30,1000000.0,0.6850374453317662,0.6726570709900279,0.7312049466420742,0.6561130857024108,0.6586914398130704,0.7403510003112757,0.8846592306142378,0.69690800701997,0.6448942752744182,0.7200929100929558,0.6357625409827444,0.6341235999604637,0.6757324004231315,0.897894695622896,0.6486797221135355,0.6690959517884809,0.730067575981289,0.8229109680072537,0.7790660462445176
31,1000000.0,0.6850374453317662,0.6543852145539499,0.732302764456275,0.6489950494118789,0.6444970274971074,0.7390236126367031,0.7824199255936257,0.69690800701997,0.6448942752744182,0.7200929100929558,0.6354600202073413,0.6341026655190742,0.6757324004231315,0.897894695622896,0.6486797221135355,0.6624586998077809,0.7358029608206101,0.8229109680072537,0.7790660462445176
32,1000000.0,0.6586868792224221,0.6486189695687665,0.7345852304287221,0.6489950494118789,0.6328707710204502,0.7417608163558551,0.7848948339679624,0.699923543463233,0.65641328018747,0.7200929100929558,0.6330605139249648,0.6353579364608901,0.6757667339722288,0.899967966814398,0.6547170095807507,0.6651917741982438,0.7341616105966069,0.8229109680072537,0.7790660462445176
33,1000000.0,0.6482615456614462,0.6494238522842174,0.7345852304287221,0.6489950494118789,0.6341073203768,0.6908192878731692,0.7832242509603369,0.7065974737328579,0.6516870845605958,0.7221515662390798,0.6324006589574004,0.6328482437595251,0.6751284777119863,0.7828229801876576,0.6635276600040128,0.6618012612188944,0.7341616105966069,0.8229109680072537,0.7790660462445176
34,1000000.0,0.635900140602685,0.6494238522842174,0.7440259286783878,0.6287947494346734,0.6348019235100834,0.6944597913443371,0.7904214605373263,0.711604797102369,0.6520830569079801,0.7187766089555789,0.6345655020344134,0.649117024725826,0.6751284777119863,0.7828229801876576,0.6635276600040128,0.6636329460761599,0.728379043978033,0.8510541003028601,0.8537275263305196
35,1000000.0,0.6517311317818748,0.7024918455854448,0.7439684186549284,0.6338656559727949,0.6340483679461334,0.703769199933092,0.8458272090599164,0.7415134450205414,0.6520830569079801,0.7187766089555789,0.6327395585917817,0.6342115538635105,0.6540149194919281,0.7828229801876576,0.6667309708687051,0.6636312865349032,0.721310966753929,0.8512735733456559,0.8503861604862774
36,1000000.0,0.6524061496947293,0.718091143249018,0.7508471521534463,0.6324355515231825,0.6454628847741889,0.7083392138940301,0.8458272090599164,0.7415134450205414,0.6479384907735359,0.7187766089555789,0.6295310692009326,0.6326049460110293,0.6544319023160357,0.7828229801876576,0.6819077950460425,0.6642027735965874,0.7180277116753591,0.8505937585867573,0.8512888733455647
37,1000000.0,0.6524061496947293,0.7202540240730132,0.7433396363613753,0.6324355515231825,0.6325994803736835,0.700542680431951,0.8403873395683371,0.7415134450205414,0.7057458177812173,0.7106968574464718,0.6306053529039628,0.6316377764445267,0.6613835816076621,0.7828229801876576,0.6819077950460425,0.7316616361639291,0.7174918491318745,0.8505937585867573,0.8524946684863618
38,1000000.0,0.6501438124888776,0.7211296601171558,0.7340369878057726,0.6268248677015253,0.6357853936170484,0.7022662056609033,0.8403873395683371,0.7516980836198424,0.7057458177812173,0.7127523938790868,0.6334783443897811,0.6313315911636226,0.6613124389077021,0.7828229801876576,0.6819077950460425,0.7316616361639291,0.7131406358524863,0.8626152865643104,0.8524946684863618
39,1000000.0,0.6514774091902935,0.7126812650082818,0.7340369878057726,0.6290256860085824,0.637963110917475,0.7000912337159095,0.8403873395683371,0.6854826070298904,0.7057458177812173,0.7179244363818134,0.6305693796206215,0.6334893808381981,0.6613124389077021,0.7828229801876576,0.6819077950460425,0.8288054501286082,0.7105168441190323,0.8779484195977592,0.8524116479289059
40,1000000.0,0.6374741360058871,0.7080831833573075,0.7340369878057726,0.6290256860085824,0.6750611361505607,0.7016660022003464,0.8524619404250552,0.6838707893614547,0.7100760410607072,0.7115305179677127,0.6335823522139189,0.632917757457838,0.6885628413808821,0.7828229801876576,0.6819077950460425,0.8275766587890087,0.7105168441190323,0.9371226222202758,0.8503809344825027
41,1000000.0,0.6345772044645737,0.7188686008024792,0.7340369878057726,0.6290256860085824,0.6587112831961658,0.7016660022003464,0.8524619404250552,0.696307961685412,0.7100760410607072,0.7046383831913381,0.6335823522139189,0.6324189037450593,0.6800330795247769,0.7828229801876576,0.6780090171268417,0.8281785444972356,0.6750687189447098,0.9371226222202758,0.8506733020919174
42,1000000.0,0.6430423959814265,0.73562850284758,0.7292391280603894,0.6290256860085824,0.6605233430614172,0.7149186928751625,0.8560634319418965,0.6953484519965285,0.7104978740531716,0.7610182624549804,0.6454581086756116,0.6332269280841198,0.6795924798638255,0.781400412879451,0.6749668643623112,0.8183796810882056,0.6751096687154012,0.879471674358661,0.8521860522267212
43,1000000.0,0.6413422427368379,0.7406563902537918,0.730101921590643,0.6434487631295135,0.6434785515220932,0.7122874569178668,0.8898756535158949,0.6651042709617107,0.7211293405677085,0.7610182624549804,0.6373501406388622,0.6317267406521309,0.6821559990792702,0.781400412879451,0.6781583753568685,0.7371700312080748,0.6752193520453097,0.8733120276820417,0.849482925529555
44,1000000.0,0.6415095157033146,0.7406563902537918,0.7304201765324618,0.7333381952302096,0.6459157229296045,0.7122874569178668,0.877024495840419,0.6659680639359916,0.715483401153723,0.7615414457542506,0.6373501406388622,0.6341955514001896,0.7381502929285144,0.781400412879451,0.6882429255479487,0.7089902987265448,0.6802037718950391,0.8755052900271366,0.838023062993482
45,1000000.0,0.6419338912920335,0.8226373070480291,0.7410206807936888,0.7067679116556862,0.645656332974201,0.651603157184612,0.9310306830138666,0.6688296524699628,0.700436838445616,0.7615414457542506,0.6373501406388622,0.8050552034998908,0.7381502929285144,0.7824089432122636,0.654629577278283,0.7082944988811151,0.6884667030660745,0.7283370046045191,0.8393002805567951
46,1000000.0,0.6419338912920335,0.8458590348152011,0.7410206807936888,0.6994199633380911,0.645656332974201,0.6481032843691148,0.9299553890110215,0.6688296524699628,0.7149600319586712,0.685737262078026,0.6385370936826089,0.8043849605215876,0.7381502929285144,0.7828229801876576,0.654629577278283,0.7101473874728668,0.7031626326131887,0.7283370046045191,0.8347087291167621
47,1000000.0,0.657190473828238,0.8795689317245019,0.7410206807936888,0.7097802287694746,0.6421027824226867,0.6491902330135175,0.863759406541601,0.6688296524699628,0.7134611133657671,0.685737262078026,0.6527561957263817,0.8043849605215876,0.7381502929285144,0.7801590184160652,0.654629577278283,0.7098766113765353,0.7147124346604102,0.7263196986939471,0.9409305613117642
48,1000000.0,0.6470958371513398,0.881490170586652,0.7410206807936888,0.7097802287694746,0.6403769781344104,0.6491902330135175,0.8836394977150954,0.6548215962260188,0.7061343906737315,0.6848269410337386,0.6527561957263817,0.8043768089404479,0.7379988674959942,0.781400412879451,0.6516874147247703,0.7098766113765353,0.6907480317627579,0.7332736387257355,0.9409305613117642
49,1000000.0,0.6477645754394152,0.9359138530316111,0.7417366632200366,0.7104022732784505,0.6400818292252214,0.6491902330135175,0.8826142722487049,0.6262356769725254,0.6732741781457892,0.677501814481929,0.6527561957263817,0.8216401528146356,0.7406635183814161,0.7426516980966762,0.6564422053889428,0.721826715086068,0.715282733920518,0.7332736387257355,0.9305339585895731
50,1000000.0,0.6799297601725748,1.0082511681047417,0.7044059587993923,0.7321591845488287,0.6391091781791339,0.6487669559359016,0.8837328569850953,0.6371461423486251,0.6733287560542955,0.6771620323178258,0.6519754414284185,0.8181104348317947,0.7405940211540287,0.7426516980966762,0.7216143323724944,0.7314508052008611,0.7162022778349968,0.8753975667540286,0.9305339585895731
51,1000000.0,0.6793424115413055,1.0034033065401742,0.7044059587993923,0.6723635131576113,0.6391091781791339,0.6544244758280559,0.8832778538530968,0.6382491921698394,0.6733287560542955,0.677074357539202,0.6531762775411598,0.8181104348317947,0.6983590251360801,0.7426516980966762,0.6972640102460129,0.7510407307671679,0.7222811549761857,0.8583219286077322,0.6785899691641953
52,1000000.0,0.6584160850839288,0.9070701426455683,0.7044059587993923,0.6927079616779603,0.6479590472098167,0.6544244758280559,0.9174719779616621,0.6382491921698394,0.6536845069684,0.677074357539202,0.6531762775411598,0.8247921341557759,0.6981218303492194,0.7426516980966762,0.6914146023276646,0.7514054210007022,0.7279977936860319,0.8999213305471262,0.9111125044084534
53,1000000.0,0.6596880920884479,0.9070701426455683,0.7063901858180772,0.6933706332827247,0.6519435821626385,0.6538024171934697,0.6907673886257482,0.6398763471872024,0.7163371934263366,0.67216513132518,0.6531762775411598,0.8091192498054691,0.7116372417333205,0.7273379086851477,0.6914146023276646,0.7511941974469264,0.671928921228439,0.8999213305471262,0.9111125044084534
54,1000000.0,0.6607452853011144,0.7832165012015989,0.7047536118485964,0.6876769093282267,0.6475998484734011,0.6478218254732201,0.6926463890408439,0.6309000522160105,0.7147709347411861,0.637920008802459,0.7053813991107918,0.8090826880137205,0.7086527376161259,0.8446688584545061,0.6923943882839054,0.9329604384671427,0.6712409335142915,0.9337063445344534,0.9111125044084534
55,1000000.0,0.6588718778393157,0.7832165012015989,0.7073900676306932,0.7219953221560521,0.6496382695636025,0.6463748617724069,0.6953363168433389,0.63163844565812,0.7639907698155074,0.6386694687984498,0.7237526717817135,0.8090826880137205,0.7086527376161259,0.8462095799165458,0.6923943882839054,0.9328069717873843,0.7481276756677795,0.9332127727414343,0.9190158767954484
56,1000000.0,0.6438005267129436,0.7636824150586206,0.7073900676306932,0.7265788223846041,0.6459615863145801,0.6495782021046842,0.7044639042830347,0.6332186455460442,0.7790546813926325,0.6316169945347385,0.7565735769234796,0.8086063485508618,0.6807989557834916,0.8462095799165458,0.6923943882839054,0.7772634897807743,0.7723745133317012,0.9332127727414343,0.9754719528256761
57,1000000.0,0.6438005267129436,0.7636824150586206,0.707039020699143,0.6325299413845666,0.6459615863145801,0.6473762540276565,0.7000469847904126,0.6331402426910946,0.7315754745158964,0.6598081099712292,0.7565735769234796,0.8121987873410357,0.6800370794692833,0.8328942012124219,0.6923943882839054,0.7775710400058581,0.711491632419554,0.924800159573649,0.9814145814356504
58,1000000.0,0.6438005267129436,0.7604459140773204,0.7372757497402197,0.7260859411903636,0.6459615863145801,0.6501955795776543,0.7000469847904126,0.6331402426910946,0.6378446427508139,0.6598081099712292,0.773034440233417,0.8117405354988081,0.6764759482023328,0.8298423316484411,0.6923943882839054,0.8583968717380264,0.7162663027928562,0.9049406698242171,0.9872147494941463
59,1000000.0,0.6447797772288425,0.7588838941115299,0.7345295708213972,0.7220201816054848,0.6742069979801295,0.6501955795776543,0.6474904543910065,0.6336924171718399,0.6378446427508139,0.660153606293673,0.7740848870846441,0.6737594048841807,0.6489365732069495,0.8298423316484411,0.6923943882839054,0.8580834816993104,0.7144070912945171,0.9303698311586615,0.9752330069035533
60,1000000.0,0.6461414406888312,0.7571481296087259,0.8125657021000846,0.7222786119149969,0.6764493634956303,0.6501955795776543,0.6474904543910065,0.7383941704895332,0.6353038877071553,0.6328154220465185,0.780784491059683,0.655339422131602,0.6489365732069495,0.8298423316484411,0.6923943882839054,0.8422295741472032,0.6601652892972883,0.9264740909746114,0.9816458486521245
61,1000000.0,0.6598894567045341,0.7615051687164788,0.8093083242581504,0.7222786119149969,0.673707799376804,0.6486879957204532,0.6474904543910065,0.73890480486604,0.6342737673486889,0.6319595459774098,0.7461854770709753,0.6808981082062339,0.6516668603896698,0.8298423316484411,0.6923943882839054,0.8760779420834091,0.6606986408773226,0.9264740909746114,0.9847182949102411
62,1000000.0,0.6607040336661468,0.7731290006378906,0.8101111855545496,0.7188446878591265,0.6811612345968051,0.6502203633088446,0.6519577229736959,0.7166462114183839,0.6357278925634747,0.6334584960857621,0.7492049134962089,0.7283949565410016,0.6483942917581309,0.8245516177785627,0.7068737653836429,0.8367909983277206,0.6606986408773226,0.9264740909746114,0.983472810211792
63,1000000.0,0.6607858633404444,0.7670043036689491,0.8060027061541661,0.7255948309341209,0.6772027160993717,0.6844672739097081,0.7004819582401395,0.8384563246752748,0.635992130279826,0.6510259087273629,0.7276233549082012,0.7281604976544658,0.6570425344269253,0.7097343281468015,0.7068737653836429,0.716249889483503,0.647088515716428,0.9264740909746114,0.8696143720061464
64,1000000.0,0.6607858633404444,0.7614741577833208,0.7150953366110032,0.6334338885251158,0.652513768113105,0.6774212544497649,0.678824198157869,0.8384563246752748,0.6375504130712917,0.637493702497564,0.7225258757692731,0.7117394314292917,0.6570425344269253,0.7097343281468015,0.7068737653836429,0.6616626172081612,0.6673688692004027,0.9292205637473248,0.8696143720061464
65,1000000.0,0.6607858633404444,0.7614741577833208,0.7522190147364077,0.643594767621337,0.652513768113105,0.6938920135744427,0.6543614340817605,0.7075693337189346,0.6367695325543632,0.6485883329465091,0.7225258757692731,0.712149686311403,0.6506026647951345,0.8271498758332747,0.7068737653836429,0.6331312316565672,0.6427276189862658,0.9372654756720075,0.8696143720061464
66,1000000.0,0.6602641469740804,0.7505103760351886,0.75766125077551,0.6553758228245232,0.6760016905393305,0.6843381160272477,0.6894574422992549,0.7077691507065471,0.6390681667611616,0.6485883329465091,0.7298929768595841,0.712149686311403,0.6506026647951345,0.829971769657742,0.7004893562235349,0.633450829868695,0.6427276189862658,0.8221361500313148,0.8691003541454543
67,1000000.0,0.6607251573472159,0.7505103760351886,0.7198804534839767,0.6551695561424038,0.6781777813701682,0.7516491308229796,0.6867402543159602,0.7106500468016858,0.6372875868580599,0.6517889787070577,0.7467343888323197,0.6528714320420353,0.6506721620225221,0.8232311386266352,0.6959822989608071,0.6411783735910064,0.6430406662598005,0.7788539175434519,0.8503987880041057
68,1000000.0,0.6607251573472159,0.7239748626287666,0.7169407706843182,0.6554941462949104,0.6924744635688311,0.7715196421990848,0.6899749820037221,0.7079313397054421,0.6368913752468346,0.6489212272088267,0.7521495194665975,0.6528714320420353,0.6507544618302388,0.8351807978654102,0.6959822989608071,0.6407910351713242,0.6316044644226543,0.7788539175434519,0.8272924809302653
69,1000000.0,0.6638146822024756,0.7257408812923709,0.7106076291330599,0.6516550079063446,0.6807305703977613,0.7723311258745074,0.6899749820037221,0.7079372190070945,0.6376284297927038,0.6489212272088267,0.8314468608546796,0.6554102210134295,0.6473090670458366,0.8349305298064069,0.6940844495278038,0.6410990740790465,0.6316044644226543,0.7788539175434519,0.7113558742344444
70,1000000.0,0.6635791785095578,0.8183080335573301,0.6901136883706949,0.6506391728045627,0.6807305703977613,0.775098347783886,0.639117542504777,0.7079372190070945,0.6466097273710647,0.6970176582004233,0.7922251844101686,0.6557749112469637,0.6473808670017778,0.7832606792271206,0.7038019966876676,0.6410990740790465,0.6310825770943685,0.7788539175434519,0.7210731076605915
71,1000000.0,0.664742314219726,0.8211161524020084,0.7224976495982944,0.6439143894399018,0.6741691910506784,0.773510789656417,0.6452453369823075,0.7047404336929916,0.645205740411144,0.6928001524917526,0.8382144483543215,0.6561384271042123,0.6472267672381199,0.7831424510325213,0.7038019966876676,0.7295120426860866,0.6310825770943685,0.9265870511010119,0.7750329541083673
72,1000000.0,0.664742314219726,0.8211161524020084,0.7221696291030654,0.6470430203454192,0.7204064882934924,0.7677054706922501,0.6513430844555343,0.6775168916709953,0.6420949061397864,0.6945276221660124,0.8382144483543215,0.6561384271042123,0.6473090670458366,0.7830026506554164,0.7046429418695973,0.7298400556084966,0.6310825770943685,0.743893763038425,0.7521746849872663
73,1000000.0,0.664260701301034,0.6633586298764084,0.7221696291030654,0.6592654735743109,0.7204064882934924,0.686019900430282,0.6513430844555343,0.6874789673861668,0.6429962587695791,0.6951758333126477,0.8382144483543215,0.656960785934929,0.6385929338648348,0.7830026506554164,0.7017792355637962,0.7314271919587735,0.6305859030712726,0.6527764619199794,0.7521746849872663
74,1000000.0,0.664260701301034,0.6560349997870449,0.7221342345640278,0.6578443753356308,0.7204064882934924,0.6843295748264673,0.6513430844555343,0.6874789673861668,0.6429962587695791,0.65947911600779,0.8382144483543215,0.6604193003608672,0.6383049519174333,0.7620222749143462,0.7005704950554483,0.730451496411423,0.6313556011120636,0.6523135460447524,0.7540733993250783
75,1000000.0,0.6647887549717453,0.6638557435067782,0.7225331449603138,0.6564745958954848,0.7125025143325172,0.6875490516573656,0.6513538731028978,0.6870603809848106,0.6398460414633067,0.65947911600779,0.847915606182462,0.649761524578018,0.6382226521097166,0.7518879013269041,0.7005704950554483,0.730451496411423,0.6313556011120636,0.6817159148681016,0.7543427168311343
76,1000000.0,0.6627697960183668,0.6757949349487308,0.7277416189559271,0.7074700347612741,0.716280475544191,0.6875490516573656,0.6569919489674945,0.6870603809848106,0.6414592661974113,0.651983924042064,0.847915606182462,0.650358974506053,0.6382226521097166,0.7547571873445715,0.6858696449062692,0.7309765562101671,0.7646662230134065,0.6574327473143484,0.7543427168311343
77,1000000.0,0.6627085091151759,0.7537335921447292,0.7251790969206975,0.7203683620799827,0.7221324535283753,0.6918316388722868,0.6513543237456959,0.7554401113638388,0.7081181237206595,0.6472936931229168,0.847915606182462,0.6552255007086693,0.6382719035659308,0.7186811885785805,0.6858696449062692,0.6914191788170019,0.7646662230134065,0.7069892978084824,0.7450182753868057
